ID,cc_cons
8534,17871
5415,327549
13962,4709
8455,4944
7574,209953
1154,11358
2128,335605
9073,246610
13533,19581
720,5432
15610,19563
7367,3945
6757,2067
2600,1170
17002,4674
7333,13320
1785,20097
2747,7697
9952,8096
7185,18917
5628,11551
15426,16340
6137,10267
18164,19888
813,10587
11316,223813
2928,9805
2967,6438
17624,11842
7986,14772
16329,11202
576,9265
282,986
14065,13696
9063,5076
2031,6754
9857,2709
8729,233672
8173,333
9959,1905
8682,92664
857,12347
15194,18308
10540,18600
1246,17908
6474,36
2636,85155
3636,17980
8294,299291
19391,18563
15153,19967
15914,16959
5098,7199
10547,9493
16028,9087
5086,16889
83,7995
6964,311364
19211,12165
12878,3851
11796,398988
1883,178202
7842,298098
4139,240136
10275,16502
13908,5084
4079,1156
11472,400460
19765,95357
5965,8594
8726,3324
4029,9595
17349,2730
18065,7336
19547,12288
19089,6930
19180,15844
13728,2198
10168,13892
3581,292062
6346,88394
5824,8941
18879,14840
1190,220737
12478,4670
5018,593
18341,13926
11556,406740
15921,17765
1449,2265
15968,87733
10969,9734
1079,135372
1407,17497
7931,2346
9684,5436
10245,16011
9581,212401
16535,637
5881,8909
3826,13695
18033,17073
442,12466
157,12193
15127,11310
673,329059
540,5947
5442,7888
10258,2486
17669,18034
13287,12415
10173,14879
16035,15371
3716,18607
1946,13783
12584,15724
19353,14168
1165,20171
12768,5640
4843,315144
18733,16071
15057,12394
11311,17349
11638,12852
10778,709
9371,1541
2874,11387
13384,6825
11870,6726
351,10188
131,19144
18142,923
764,2017
5737,14524
15445,4168
14641,7752
2756,13260
12517,16180
1526,6480
19600,14926
4359,8845
14422,11759
2707,15725
10946,13827
2229,14505
10514,15834
12912,5228
17815,112830
12070,15152
84,96136
12341,6260
10918,17771
17918,172288
15225,10272
11076,17473
19280,11171
506,18254
10021,31209
265,11996
5324,327216
3960,4228
1559,7789
8414,12841
7006,14186
3131,17756
11335,5868
694,307490
1877,127655
286,171689
1493,10221
10586,16050
5222,6462
173,5739
13235,215052
2415,30072
4235,5713
11688,126
7802,3650
3252,3347
13986,83028
10298,11929
11100,16854
617,337736
19233,288220
6996,1373
14601,5119
18355,3646
14980,11432
18749,2887
7787,164
15930,127223
5422,337170
14093,17389
9639,18558
1712,5279
12841,12081
19751,291777
5660,126818
15779,18728
11515,5058
663,131
6209,11574
2379,13760
7655,8786
14993,125468
17180,11529
319,326668
19317,38465
12441,6389
12344,2685
2819,17360
6708,340220
2943,130604
11765,839
2491,13284
4013,221722
15762,15207
10996,207
14591,239201
3330,16725
16193,177422
105,4504
1322,19560
17650,3664
19771,6405
11064,133945
13678,20395
1959,9722
8950,2404
11553,321214
10714,17432
17642,37710
11380,174458
1316,293098
1445,19472
16172,6000
15857,7548
5977,20004
11280,14981
6165,8277
15956,13622
2501,16778
3382,323936
4870,15779
5309,135053
1483,4733
19126,7919
16215,18064
6977,95504
14007,13875
12345,9595
15697,13727
6098,335831
19,18433
19661,15941
10226,5365
10944,3068
11324,83165
17648,2128
18100,286436
3788,100255
14477,132066
18942,8654
480,26669
16623,17868
1850,2545
19467,10064
19110,137452
11680,996
776,2617
8568,132982
11760,12982
10662,2886
1055,1592
18310,60561
3311,127
11732,20165
8122,14976
4829,7936
6543,20160
13626,10895
17475,166375
2767,9783
18461,17673
1810,4925
6723,6772
16265,7191
15451,8367
16094,206224
9765,4559
16977,11296
15891,9898
7680,132746
5928,8471
6168,19162
7677,20727
8953,32852
5059,8391
2906,5272
11023,17021
5421,305264
2753,2035
17592,7852
16140,7158
8097,13791
16251,15521
2360,10458
19638,12851
1405,16902
5215,14163
12113,8722
14542,35640
9919,208962
15216,9577
10489,796
13955,10308
4375,19556
17390,2864
3261,781
4742,3950
19206,614
5152,14026
10473,18007
15320,2629
17968,8674
8288,10046
19015,12243
19491,2143
18988,2131
10010,15707
1965,14905
8694,17368
14788,15706
18302,7922
18176,443
17137,8923
7359,124822
15538,17392
17177,19044
16726,2156
10665,106283
12734,19869
9278,10862
1271,10425
1002,15908
9968,1371
12697,14588
9337,11971
14745,324881
17445,15471
16459,8474
12331,5723
17947,172234
1511,10202
7819,12471
1684,4236
17374,960
19848,7336
7188,101663
1262,15902
12084,5799
9814,4913
14522,16710
15130,9432
11920,12290
10119,208207
893,20162
13478,9210
5587,8064
12417,125836
12425,19053
4199,4326
1621,17776
15618,7104
2419,6723
9194,12894
4811,2033
184,8467
7673,171246
5331,6355
11376,16816
11849,17216
8787,112527
10534,9793
17673,18089
3448,215840
10527,346082
11883,8298
12848,19383
5868,10040
16583,10388
10388,1844
16019,227115
7396,389272
17517,137969
5123,15862
12908,16535
7317,15091
4096,102347
19031,388816
5465,3682
10029,204786
8712,10971
5089,13009
1593,16794
11545,222
11416,1910
11698,12799
4892,20119
625,12813
708,7214
12781,14543
5529,9840
9918,6390
14978,951
8757,2484
15850,98987
18719,10582
19076,19308
6891,16781
15164,18501
13901,17605
10592,4751
19949,13245
15525,137675
3188,2826
2298,6201
7583,103301
13181,182883
2011,18510
15383,6582
495,19660
4102,326413
11965,19484
18987,288512
14662,249
14787,9604
4648,337730
5061,8688
13999,3772
15597,9804
3686,394496
17015,298665
14705,17298
14608,287137
19843,4742
11958,10039
8500,100035
10057,10052
6689,20110
6798,231787
1198,7167
4427,13511
14671,2645
12866,13387
18485,8669
7661,14182
11260,263679
16541,4346
8535,13773
832,134225
1918,2748
17954,5533
12594,4270
2500,15593
3619,304624
11668,91789
8449,11043
6175,15881
11090,100775
9395,10304
1749,11283
16514,6619
18140,16589
9867,11283
1626,8407
13695,11066
6245,4752
4302,175410
6237,14390
5565,402077
6096,6367
7128,2166
11930,217695
11676,4414
7773,25960
9763,82912
13562,16684
17357,11876
4527,310571
15369,39356
11402,332903
5783,237578
16318,5787
5821,252
5245,113364
2224,304877
7849,2634
15192,18278
12545,723
12195,4226
17987,2128
9760,248
13337,457
16786,2855
10007,3004
17440,3680
3753,34178
5929,12825
11622,2021
19746,16451
18634,15513
18606,8394
4678,298116
12741,117621
14660,164096
6980,2201
16261,13692
14571,17996
17275,17846
4830,17132
796,5814
7351,8424
12008,18775
13769,111844
11831,17201
5934,6937
10667,451
5166,93207
15803,19725
3780,215700
9338,314744
12415,5529
19611,13338
6871,18301
4893,19104
10983,6399
14178,9792
1016,15421
18944,4103
5057,301860
4176,29609
14995,14750
1045,402097
2029,224278
19545,128874
7326,11664
18048,14430
9605,11873
10320,9051
6955,9161
17019,10712
5022,10060
9891,466
4314,8498
4471,8915
4178,13267
9293,19373
2633,3386
433,12614
14382,95829
5917,211790
4173,1988
9376,7773
970,4270
6191,1936
17235,19778
13887,6911
9787,406615
16520,12795
10289,125232
7639,9100
7545,298886
15952,19661
13069,3937
1044,19233
12426,4496
19190,338558
14072,13121
9156,16096
8778,16306
5627,3133
5250,14397
6250,5637
16878,5196
14860,19745
1155,11103
2845,15131
279,5995
6816,19924
17992,109091
6892,3310
17477,4810
18774,7611
14990,10399
13658,14115
10702,10750
1893,103914
2799,1660
5255,19231
15184,5298
435,2151
19550,15518
8382,10254
16567,178302
10127,17470
6078,86331
10966,3382
602,828
12592,31763
13152,67
9411,13720
6291,126900
10828,2962
11574,613
14863,165957
13490,1897
16435,5895
2039,12423
14092,19764
15516,12328
3231,120441
2565,121577
15173,3016
10305,288138
16235,58057
1951,10509
17026,12522
1234,19320
8085,2529
2020,39149
10503,3737
17827,296107
15795,5152
8556,169189
4640,10518
6444,14298
17652,125
3031,94575
13404,2516
17148,18132
8716,11945
19682,15830
8175,14238
2391,18893
19873,19722
11149,1187
9351,15342
5217,153
8168,19855
14137,4487
16678,7058
1752,327353
7327,10736
9393,163559
6700,11767
8678,6631
7821,9895
1696,10976
18686,3547
1859,7300
18840,11622
13781,9405
6687,2520
14044,6885
17150,108927
5227,14154
17458,398403
17656,21328
7904,2481
4914,9928
15828,5395
5466,112441
10475,1405
15566,19952
15651,12799
6785,20082
11028,10674
14078,335021
10197,13498
8693,5791
7323,3916
3683,356
14989,19917
2985,336973
14564,1527
1290,12496
50,16410
15133,17805
18450,9444
7557,101198
4288,16966
13666,6712
4045,14154
14344,6553
16134,6001
1063,85087
18454,17392
5918,298470
14427,4953
12460,15913
10532,17509
8207,289541
19169,10182
3199,7821
8291,344780
19805,14284
4562,1428
1199,3618
5507,10540
17162,183119
4526,8891
1081,17983
5552,16834
901,213768
16499,134676
13433,10842
1169,464
3030,1033
11121,17488
7127,5007
2750,16790
16353,10196
10713,337
19699,18637
6259,19922
10723,16382
10735,9333
6255,136960
6142,19697
7044,16514
895,7818
9996,14810
4128,19894
9004,8004
2622,6384
16101,16467
15904,2092
14197,3542
18794,336543
7544,11472
13586,12158
16191,16742
14963,333038
15071,19435
10567,13464
18562,8749
7028,19489
5499,17946
19933,4783
8608,397903
8606,11551
8365,11626
17665,18907
15154,9627
10748,12844
918,330354
10444,11288
8979,17766
6018,9661
17938,12810
19293,16676
4591,8933
7272,14825
2520,15858
271,6911
3496,2940
4496,391482
13206,6412
17088,134002
5327,18730
17481,14187
2693,14692
125,442
3648,2123
3337,8461
19976,16930
3051,8535
17054,8383
15761,18485
9382,5381
15265,295514
16223,19072
3427,13455
18000,391099
16833,14192
9250,1465
1651,4013
10178,12779
11334,8022
4859,10901
7982,8103
18830,10324
11182,20353
7738,300899
5283,34923
5680,38465
1812,14276
7322,8040
17386,17477
15078,6484
19476,14846
11242,3718
6737,14968
7003,16484
19423,2167
12546,15499
4708,9437
11872,12808
17454,2196
13710,37732
5950,2828
10648,17464
734,18038
7981,18907
18027,5708
8775,2434
15614,1707
75,1835
2414,4834
820,11301
15537,6912
2873,20228
8868,3855
8954,19462
19783,13442
2652,118630
7757,125314
19939,13732
17123,1043
8467,16136
7681,4333
4289,17227
1662,347098
18911,126171
13495,19191
2648,12148
298,210483
11473,5987
359,16715
16852,7019
10835,19499
16243,13065
17895,13313
669,35287
2085,19527
1605,5174
14124,392436
14077,289134
15619,27431
3133,1855
3975,5913
9179,12409
6163,13548
17632,18674
17830,142232
6930,7041
2089,17946
19962,2579
17837,15131
1308,3297
19358,176573
3028,9621
14154,11501
8060,14990
14892,20410
6433,5402
16000,13808
8784,129781
13876,16714
10009,5014
19240,300452
2017,10266
5004,3045
13931,134655
2574,12709
3335,12443
6190,13608
2987,19375
18263,17135
14957,220045
2034,16430
15167,4127
14381,14382
5987,5297
14605,337423
6953,12891
19445,9296
6281,9855
768,9003
16376,13408
6921,133076
10635,87897
7610,11460
16441,95187
7521,390861
4376,20223
503,183359
16793,859
10834,114412
2835,14168
12031,13611
14439,230713
10224,1086
15851,301738
19309,2078
5887,13438
3372,17848
5831,8037
401,13423
8980,15723
2258,11417
2275,1957
11804,136682
3927,95542
3931,19351
1528,4646
12910,15980
12137,182345
8629,12158
11330,6777
12513,400049
19306,17130
6537,8524
10217,42469
4988,8305
7836,12331
4495,208510
1362,6779
2927,7431
16038,7997
6639,16960
13065,16719
16827,86620
18017,14315
12395,2368
8985,9194
6210,1856
12911,205753
11024,1707
6207,19506
19342,13042
1502,20290
10027,13810
7938,8249
9467,3431
2438,2975
11002,14237
12095,2758
17545,130935
18992,5983
12065,93117
18236,6424
17528,12560
11394,20329
99,9939
15469,3367
2658,9662
4635,17304
17821,4008
3441,249
5046,24921
9244,15666
9892,20388
299,301053
2795,881
15723,11579
6150,305331
1441,2935
14725,3518
13752,19313
492,14025
17752,4425
10803,1712
16642,15377
4860,14320
18273,19472
17189,8417
9494,16719
16536,19043
16157,4962
9040,4897
10400,33599
11379,11348
10484,15782
18880,20346
11359,12170
7471,12203
17653,10077
13938,5476
655,18154
8977,18327
14228,6640
1794,717
1782,17413
5505,392706
19963,16085
16910,10332
18496,105513
8925,10858
17565,8883
11084,231835
483,11564
10156,123677
6858,9347
8098,3789
541,8577
15381,20131
1974,17849
738,6643
12507,408382
5523,8355
11482,16312
14958,18489
7633,18113
10002,13261
7657,11993
5044,914
15009,15491
14774,327577
16403,108
1164,10469
5530,17673
17973,10258
11934,321090
9123,97766
5384,52413
19724,5299
4705,15830
3223,6736
1515,10492
17985,12530
11083,6295
6040,18191
16240,122501
8271,14889
15302,12194
18728,88
18012,333229
5673,18036
14883,16846
13436,8544
11989,17143
1603,9114
6807,7715
9287,289735
15548,458
10011,2171
11493,5956
8374,10449
16607,134487
15889,1910
5721,11949
10740,7179
12886,13863
18669,331169
11818,3870
8894,12001
13415,320651
6047,110559
3329,2693
14527,6760
14428,99515
15268,11833
14904,1782
11586,14368
12032,9442
621,8476
1746,16846
7066,136840
12542,7995
3170,10797
12785,82556
19348,326772
5446,9336
7260,222419
19263,16010
14405,2171
14809,14052
19927,7106
1767,15975
8634,1902
19055,10959
4660,301008
16588,100589
15559,300181
18817,10093
6263,17155
17897,391870
910,35396
1173,289991
18069,291574
2334,341901
2025,2823
2012,1107
11518,1691
7173,1338
16090,7925
18208,346301
15753,9577
3073,11978
1179,403881
18499,15962
17315,9624
10876,9311
4789,14196
1359,18372
9725,7262
9887,139339
15236,8589
10816,8430
8218,16469
9099,4793
404,132945
6371,165156
345,95618
16467,6285
15998,9638
6488,16253
15085,242894
1285,17072
8289,125247
9331,4528
11706,11274
9167,306207
15316,17894
19289,9381
14618,5959
16095,345669
14657,3546
12784,12948
4698,1491
12229,8031
16539,8080
19919,32770
8739,10324
2278,16114
16479,4955
6640,10537
7001,19533
13146,14580
13800,13998
369,1729
2469,132196
1648,18489
13004,167155
19123,20025
8246,16908
8964,341455
2290,4042
18663,18126
13461,4545
11901,130519
7859,43793
10176,11466
14223,10015
14145,3269
533,3196
1274,8331
4649,2265
4188,2674
19044,13551
8025,7205
19710,168279
17494,15950
15903,18665
13620,15465
